ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
0.000000000000000000e+00,0.000000000000000000e+00,8.999734386011121856e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999760947410010203e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999784852669009183e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999806367402108265e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999825730661898504e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999843157595707410e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999858841836136492e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999872957652522487e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999885661887269350e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999897095698543126e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999907386128688458e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999916647515821211e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999924982764238024e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999932484487812800e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999939236039031343e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999945312435126965e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999950781191614624e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999955703072453517e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999960132765208343e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999964119488685910e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999967707539816786e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999970936785835818e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999973843107252236e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999976458796528078e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999978812916873849e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999980931625186642e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999982838462667445e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999984554616402121e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999986099154760666e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999987489239284599e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999988740315355784e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999989866283819140e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999990879655436871e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999991791689893716e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999992612520903990e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999993351268813058e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999994016141931397e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999994614527738079e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999995153074964449e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999995637767467471e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999996073990720546e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999996466591648314e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999996819932482239e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999997137939233838e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999997424145309566e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999997681730778964e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999997913557701068e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999998122201931849e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999998309981737776e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999998478983565420e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999998631085208700e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999998767976686409e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999998891179018301e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999002061118247e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999101855006955e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999191669505905e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999272502554604e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999345252300387e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999410727069105e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999469654362372e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999522688925779e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999570420031958e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999613378028229e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999652040227005e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999686836204660e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999718152583483e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999746337325135e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999771703592444e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999794533232844e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999815079910093e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999833571918018e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999850214726038e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999865193252901e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999878673929032e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999890806535063e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999901725882268e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999911553294041e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999920397964814e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999928358167978e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999935522351890e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999941970116879e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999947773105191e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999952995793251e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999957696214636e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999961926592462e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999965733932683e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999969160541013e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999972244484781e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999975020037013e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999977518033489e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999979766229785e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999981789606807e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999983610646126e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999985249580448e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999986724622758e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999988052159949e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999989246942889e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999990322249843e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999991290023260e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999992161022533e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999992944918148e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999993650426688e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999994285383664e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999994856846541e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999995371160466e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999995834043531e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999996250640066e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999996625575704e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999996963019555e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999997266717955e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999997540045982e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999997786041206e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999998007435664e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999998206693164e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999998386023492e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999998547421498e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999998692679526e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999998823410507e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999998941069279e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999046963239e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999142266560e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999228039727e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999305234866e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999374711734e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999437239495e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999493516256e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999544163742e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999589748612e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999630771796e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999667695150e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999700925457e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999730832201e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999757749336e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999781975291e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999803776518e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999823399932e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999841060472e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999856953536e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999871256762e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999884131796e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999895718972e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999906146186e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999915532456e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999923979033e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999931580064e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999938420814e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999944579443e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999950121676e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999955107910e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999959596764e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999963637975e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999967274178e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999970546227e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999973491427e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999976141751e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999978527399e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999980675014e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999982607690e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999984346744e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999985911714e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999987320365e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999988588684e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999989729105e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999990757615e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999991681321e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999992512656e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999993262279e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999993935518e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999994541255e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999995088373e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999995578648e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999996020961e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999996418865e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999996775912e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999997099209e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999997388755e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999997649880e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999997884359e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999998095745e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999998287592e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999998458122e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999998612665e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999998751221e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999998875566e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999998989253e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999090505e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999181099e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999262812e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999335643e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999401368e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999461764e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999516831e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999564793e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999607425e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999646505e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999682032e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999714007e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999742428e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999767297e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999792166e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999811706e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999831246e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999849010e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999863221e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999877431e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999889866e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999900524e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999911182e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999920064e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999928946e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999934275e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999941380e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999946709e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999952038e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999957367e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999960920e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999964473e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999968026e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999971578e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999975131e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999976907e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999978684e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999980460e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999982236e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999984013e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999985789e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999987566e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999989342e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999991118e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999992895e+00
